,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"2#16",2,28.5421,0.004510456,0.009444612,1.397716E-06,-0.06039175,0.3560876,0.005074782,6.083297,2.749842,0.1572175
"2#17",2,29.08396,0.007400647,0.02526747,-0.0009263075,-0.1424169,0.3948974,0.00513741,6.670307,3.620078,-0.006678461
"2#18",2,28.95471,0.009452701,-0.05734308,-0.00229242,-0.3861768,0.4121667,0.00515688,6.746307,3.405133,-0.003512522
"2#19",2,28.77783,0.009947195,-0.002862116,0.0007656051,0.3218305,0.4285815,0.003749498,7.115729,4.05409,0.1346253
"2#20",2,28.36481,0.01228591,-0.00723381,0.0008733068,-0.07923852,0.4450401,0.005037398,7.625352,4.648462,-0.04036409
"2#21",2,28.94415,0.0148853,0.009935667,0.001509332,-0.07431751,0.4610211,0.004643267,7.872228,6.078396,0.1554207
"2#22",2,28.75044,0.01623486,-0.01715077,-0.0008343575,-0.1104336,0.4729037,0.004520783,7.959332,7.566965,0.08387407
"2#23",2,28.35201,0.01815793,-0.008822752,0.001322389,-0.1751534,0.4774409,0.005172452,7.665088,8.893113,-0.0301007
"2#24",2,29.00113,0.02003608,-0.02406467,-0.0005880739,0.05099035,0.4880783,0.004564902,7.845937,10.8106,-0.05474857
"2#25",2,28.39515,0.01921473,-0.0005380836,0.0005352479,-0.2588485,0.4909821,0.006002312,7.575305,11.69282,0.04600303
"2#26",2,29.09124,0.02072794,-0.007925677,0.0002394767,0.03757519,0.5017133,0.004746592,7.254357,13.12401,0.0647542
"2#27",2,28.68926,0.02179075,-0.005147839,1.582878E-05,0.04612805,0.5035017,0.004874732,7.191532,15.05725,0.2103716
"2#28",2,28.61299,0.0228045,0.06343099,0.00121423,-0.008701299,0.5087786,0.004761791,6.729778,15.05477,0.02939525
"2#29",2,28.04331,0.02234385,-0.008221797,0.001162517,-0.1169409,0.5092242,0.004023257,6.538201,16.0528,0.0122079
"2#30",2,28.56645,0.0233788,-0.01024478,-0.0007879007,-0.002820854,0.5171567,0.003706596,6.31076,16.97375,0.09934148
"2#31",2,29.18553,0.0226166,-0.002080743,0.002745517,-0.1231365,0.5239986,0.0035354,5.968498,17.31631,0.1130658
"2#32",2,28.69915,0.02301979,0.03590076,0.001350748,-0.1585947,0.5241847,0.004006157,5.602186,18.29976,-0.0920994
"2#33",2,28.8435,0.02492312,-0.006138759,-0.001599266,-0.03651646,0.5316219,0.003699458,5.794282,18.16515,-0.03680918
"2#34",2,28.20822,0.02499857,0.01232417,0.002635757,0.08110937,0.5294533,0.005539357,5.573022,19.0326,0.03066126
"2#35",2,29.00406,0.02488396,0.03081618,0.002998852,0.07652571,0.5317112,0.005046665,5.31303,20.16131,0.0726958
"2#36",2,29.07437,0.02563089,0.01589449,0.001696075,0.09609865,0.5326101,0.004354778,5.204368,20.61396,0.02094563
"2#37",2,28.9814,0.02596344,0.01472882,0.004558718,0.1053609,0.5404183,0.004318676,5.036869,21.00792,0.1613538
"2#38",2,28.51652,0.0264625,0.04294203,0.003340277,0.1766929,0.5460241,0.004281343,5.200028,22.60679,0.09478929
"2#39",2,27.44248,0.0270286,0.06324817,0.004924004,0.2742448,0.5451887,0.004496062,4.900115,23.3958,0.145971
"2#40",2,27.84233,0.0288949,0.04441563,0.008754958,0.1760682,0.5419574,0.004208189,5.307309,24.5013,0.229529
"2#41",2,27.36636,0.0299913,0.09405538,0.008291468,0.3597142,0.5389837,0.003733329,5.50598,26.02657,0.3073236
"2#42",2,26.46953,0.03199044,0.09777727,0.01180752,0.5515082,0.5444943,0.003757436,5.692607,27.92882,0.3685783
"2#43",2,26.15064,0.03281141,0.1713945,0.01447377,0.9953707,0.5478584,0.004843186,6.26235,28.94119,0.6386105
"2#44",2,24.0433,0.03444413,0.197069,0.0198974,1.454502,0.5429563,0.004132304,6.661036,31.08666,0.7834228
"2#45",2,21.86469,0.03569535,0.3495837,0.03107715,2.149967,0.5511776,0.003933568,6.67301,32.71325,1.218492
"2#46",2,19.50143,0.03755146,0.5216905,0.03903439,3.12226,0.5541374,0.004444206,7.311228,33.76556,1.57871
"2#47",2,14.91888,0.03797266,0.776441,0.0507897,4.415754,0.5467628,0.004829442,7.720984,34.5961,2.166058
"2#48",2,9.857443,0.03719637,1.140201,0.07028019,6.290849,0.5465506,0.004543914,8.539112,35.24578,2.91766
"2#49",2,7.942409,0.03696205,1.248502,0.07589723,6.790777,0.5459629,0.004098125,9.252603,35.42846,3.163065
"2#50",2,4.950928,0.03582695,1.353803,0.08495625,7.804358,0.5429834,0.004073911,9.623172,36.0506,3.645195
"2#51",2,3.161853,0.0348733,1.428473,0.09091737,8.396402,0.5489882,0.004775856,10.17722,36.08789,3.856613
"2#52",2,1.388846,0.03152426,1.548452,0.09536149,8.986821,0.5465288,0.004245989,10.41597,35.63979,4.10421
"2#53",2,1.205014,0.03198227,1.440646,0.09796362,8.941905,0.5428079,0.004063325,10.34235,35.24585,4.13661
"2#54",2,0.9414894,0.03150491,1.497655,0.0989707,9.127944,0.5428102,0.004152741,10.25991,34.43493,4.202402
"2#55",2,0.4700019,0.02904859,1.531072,0.1014501,9.243941,0.5486212,0.00439188,9.858393,32.68471,4.390002
"2#56",2,0.2666625,0.02802898,1.516849,0.09882005,9.358253,0.5431993,0.004282019,9.204573,31.61861,4.294644
"2#57",2,0.4626134,0.02837886,1.510092,0.1027424,9.381037,0.5442418,0.004081083,8.70069,30.18505,4.254657
"2#58",2,0.3103926,0.02692656,1.460074,0.1008943,9.387346,0.54345,0.004384621,8.45769,29.67008,4.279946
"2#59",2,0.2997737,0.02571953,1.470527,0.1004921,9.492464,0.5478036,0.005018321,7.139512,27.98346,4.266762
"2#60",2,-0.06639277,0.02481018,1.494276,0.1000663,9.443742,0.5450054,0.004501758,6.449464,27.48113,4.333447
"2#61",2,0.0273358,0.02410773,1.479132,0.1000565,9.298351,0.5436929,0.004968379,5.785684,27.14544,4.22083
"2#62",2,-0.008341682,0.02275788,1.450482,0.09914026,9.491508,0.5418028,0.00468288,4.895247,25.19064,4.396918
"2#63",2,-0.3354072,0.02054721,1.494228,0.09895358,9.259338,0.5487593,0.003593289,3.961361,24.34039,4.363652
"2#64",2,0.08244388,0.01930432,1.484756,0.09839736,9.396714,0.5444109,0.004668912,3.813683,23.34088,4.244241
"2#65",2,0.1646194,0.01684139,1.463039,0.0974668,9.255015,0.5486487,0.005482654,4.208225,21.05155,4.249979
"2#66",2,0.458561,0.01421471,1.49582,0.09596736,9.351377,0.547025,0.004839544,4.426155,20.07954,4.404453
"2#67",2,0.3381926,0.01265495,1.483926,0.09724914,9.303438,0.544618,0.004824033,4.409885,19.76154,4.26155
"2#68",2,-0.5539612,0.01196706,1.419804,0.09413636,9.44669,0.5433931,0.004726103,4.292358,18.53988,4.333937
"2#69",2,0.5137259,0.01030522,1.423393,0.09330503,9.603583,0.545928,0.005058035,4.426548,18.31133,4.441192
"2#70",2,0.9531986,0.008743577,1.418705,0.09279756,9.446831,0.5461789,0.005328359,4.291543,17.35266,4.357719
"2#71",2,-0.3657663,0.008416878,1.403032,0.09109152,9.507139,0.5476596,0.005077052,4.45515,17.65989,4.404425
"2#72",2,0.8892532,0.006082796,1.448451,0.09137771,9.469395,0.5446479,0.005401299,4.037581,17.73966,4.418168
"2#73",2,-0.03432604,0.005544547,1.41576,0.08781929,9.673856,0.5457544,0.004882078,4.14233,17.3118,4.319762
"2#74",2,-0.1795207,0.003678637,1.426885,0.0871039,9.559116,0.5430064,0.004342447,4.240532,17.10459,4.343685
"2#75",2,0.151924,0.002201638,1.427087,0.08171024,9.484394,0.5444133,0.004689191,3.94326,17.06993,4.381764
"2#76",2,0.1907764,0.0005371362,1.401543,0.0829923,9.577561,0.5456302,0.004962509,3.947795,16.53644,4.314308
"2#77",2,-0.3059059,0.001241238,1.394143,0.0816047,9.564232,0.5473759,0.004839742,3.99854,16.47937,4.408803
"2#78",2,-0.5722212,1.868108E-05,1.411984,0.08226606,9.798573,0.5416357,0.005377486,2.567857,15.07223,4.379539
"2#79",2,-0.00973156,0.0001751186,1.407081,0.07822251,9.580212,0.5409368,0.005542947,-3.905176,6.792864,4.32594
"2#80",2,-0.2873229,-0.0001016466,1.417453,0.07757986,9.476208,0.5516232,0.005484424,-3.905571,7.252635,4.417207
"2#81",2,-0.09107354,0.0002186094,1.357827,0.08024313,9.524361,0.546772,0.004135081,-4.02454,7.509913,4.34258
"2#82",2,0.104778,-0.001232685,1.403211,0.07875793,9.685515,0.5442001,0.005146948,-3.953105,7.200499,4.404005
"2#83",2,-0.1156123,-0.00056265,1.422371,0.07840108,9.471173,0.5476794,0.005281353,-3.854167,7.082495,4.301887
"2#84",2,0.1352737,-0.0001771692,1.409961,0.07987066,9.281422,0.5453739,0.005273641,-3.855071,8.115978,4.300248
"2#85",2,0.3110454,0.0003122462,1.3891,0.07768935,9.399665,0.5427377,0.004639783,-3.89032,7.324427,4.247411
"2#86",2,-0.7022319,0.0006856266,1.411686,0.07515452,9.430969,0.5444971,0.00529245,-3.857136,8.18036,4.358533
"2#87",2,0.01733072,-0.000175357,1.394827,0.07581703,9.384889,0.5436918,0.003914691,-3.850135,7.428543,4.372466
"2#88",2,-0.1196373,0.0008879839,1.412794,0.07490059,9.643414,0.5425693,0.005497047,-3.881968,6.934728,4.340297
"2#89",2,0.07631782,0.0002186698,1.390474,0.06675536,9.595579,0.5432798,0.005582349,-4.533996,7.078139,4.373264
"2#90",2,0.1968096,0.0002774908,1.320423,0.05884651,9.438235,0.5463764,0.005495588,-4.586029,6.043928,4.406188
"2#91",2,0.004020732,-0.001357713,1.336484,0.04934157,9.502333,0.5424294,0.005707408,-5.120872,5.399371,4.296801
"2#92",2,-0.2127973,-0.0001016437,1.236846,0.04382157,9.751203,0.5408247,0.005840659,-5.667548,4.89839,4.419211
"2#93",2,-0.09684986,-0.0005774797,1.135287,0.02694045,9.624839,0.5437379,0.005635325,-6.72947,3.718965,4.384102
"2#94",2,-0.1680734,-0.0001099777,1.121125,0.01947654,9.749392,0.5432453,0.007129485,-7.333951,2.745452,4.390659
"2#95",2,0.2425417,0.0002986283,1.047044,0.0144026,10.09835,0.5485564,0.006690019,-7.706466,1.827202,4.378414
"2#96",2,-0.3683233,-0.0005451437,0.9977586,0.009161051,9.71794,0.5462365,0.006747793,-7.812037,1.776224,4.306553
"2#97",2,0.3199871,-0.001028651,0.972024,0.004757568,10.10165,0.5448037,0.006753184,-7.92068,1.369257,4.388518
"2#98",2,-1.113317,0.00016669,0.9496158,0.008206296,9.964894,0.5413291,0.007841192,-7.699752,1.051054,4.254729
"2#99",2,-0.09540087,0.000838922,0.8245066,0.006209135,10.03181,0.5493049,0.0075272,-7.63477,1.007311,4.42504
"2#100",2,-0.07542757,-0.000294832,0.8489408,0.004025175,10.15052,0.5384122,0.007454175,-7.083717,0.5741161,4.372008
"2#101",2,0.1761318,-0.0002126814,0.7580979,0.006851212,10.2607,0.5454383,0.008358842,-6.820412,0.9938223,4.363355
"2#102",2,-0.07178809,-3.059519E-05,0.6872149,0.003773274,10.4182,0.5495167,0.007970525,-6.457516,0.141401,4.368379
"2#103",2,0.4448669,0.0001873463,0.5898821,0.00400037,10.50249,0.5463633,0.008461586,-6.005151,0.8626261,4.443337
"2#104",2,-0.1364436,-0.0002071683,0.5801303,0.004981246,10.39465,0.5467258,0.009242496,-5.304213,0.9340361,4.353136
"2#105",2,0.3241958,-0.0004225684,0.4923014,0.007030866,10.3478,0.5409259,0.008842085,-4.554897,0.2163005,4.417849
"2#106",2,-0.1922677,-0.0005618298,0.445501,0.006093416,10.55072,0.5406228,0.01028237,-3.540102,0.05564449,4.41978
"2#107",2,-0.08374077,0.0001831813,0.3701758,0.004121181,10.90269,0.5414338,0.01237535,-3.061619,1.380518,4.34082
"2#108",2,-0.3894565,-0.0002275236,0.319606,0.006616423,10.67821,0.5381163,0.01025449,-1.969573,1.358315,4.363445
"2#109",2,0.03460962,6.099361E-05,0.2714606,0.005188065,10.6585,0.5361788,0.01193267,-1.263634,0.1375673,4.232658
"2#110",2,0.7980359,-0.000587875,0.1892102,0.007401805,10.82794,0.5418081,0.01407285,0.07579502,1.183322,4.416427
"2#111",2,0.09962225,0.0002498511,0.1869728,0.007056351,10.87894,0.5362666,0.01427935,0.09586191,0.9713823,4.424373
"2#112",2,-0.564678,-0.0002296935,0.2209848,0.006665979,10.71351,0.5382947,0.01317309,0.4354422,1.656145,4.409323
"2#113",2,-0.1736962,-0.0007814369,0.1521954,0.005441823,10.66883,0.5384014,0.01450191,0.4727259,1.237496,4.275278
"2#114",2,-0.1357321,0.0002436014,0.1196002,0.005274132,10.94755,0.5388983,0.01414493,0.5062233,0.8019677,4.349762
"2#115",2,1.017697,-2.912274E-05,0.1729202,0.007573948,10.73205,0.5368859,0.01443238,0.7577367,0.8869987,4.282727
"2#116",2,0.4975032,-0.0003351725,0.1379683,0.008311647,10.84474,0.5399514,0.01584758,1.033385,0.9326016,4.497211
"2#117",2,-0.02084571,-0.0003178857,0.1332172,0.008006409,10.80481,0.5344912,0.01634015,1.627455,0.9620602,4.384278
"2#118",2,-0.3008132,-0.0002338667,0.06732327,0.008080865,10.90067,0.5343648,0.01823594,1.997367,1.410488,4.3859
"2#119",2,0.3094806,-0.0001129477,0.08060184,0.008297774,10.6912,0.5360305,0.0181487,2.079134,0.8278005,4.376963
"2#120",2,-0.4077956,-0.0003818262,0.1036325,0.008730499,10.66196,0.5360931,0.02003052,2.602079,1.647961,4.314695
"2#121",2,0.4268491,-0.0001564576,0.08902858,0.01268781,11.09874,0.5324437,0.02190436,2.828704,2.100941,4.423427
"2#122",2,-0.6006232,-0.0003446008,0.1385,0.01038279,10.6591,0.5349801,0.02277909,2.987088,1.844381,4.394599
"2#123",2,-0.6536636,8.909041E-05,0.0869953,0.01107683,10.68214,0.5332045,0.02485048,3.464448,1.71295,4.298428
"2#124",2,0.2855203,-0.0003488293,0.08092127,0.01415909,10.6489,0.5308357,0.02599053,3.352981,2.229381,4.393169
"2#125",2,-0.487618,-0.000190618,0.131999,0.01553684,10.69825,0.5327005,0.02716053,3.380388,2.010542,4.493284
"2#126",2,0.1465034,-0.0001083606,0.0598302,0.01496747,10.81426,0.5313497,0.02852382,3.930772,1.771989,4.421119
"2#127",2,-0.1644114,0.0006931514,0.1908255,0.01617206,10.46993,0.53167,0.02969322,3.857391,3.134227,4.484481
"2#128",2,0.3487848,0.0002494505,0.09847157,0.01701541,10.68047,0.5253093,0.03030053,4.128819,1.952677,4.517536
"2#129",2,-0.03378475,0.000264466,0.1273219,0.01857458,10.36474,0.5293073,0.0298609,3.731673,2.093457,4.425479
"2#130",2,0.1661541,0.0008754556,0.06796699,0.01692146,10.50159,0.5262616,0.03148589,3.869698,2.817406,4.397631
"2#131",2,-0.07911476,9.122417E-05,0.1137231,0.01549406,10.47891,0.5276828,0.03167687,4.169997,2.761419,4.594442
"2#132",2,0.01254998,-0.0003880689,0.107079,0.01597327,10.47106,0.5305543,0.03128815,3.947001,2.388808,4.425416
"2#133",2,-0.590933,0.001051468,0.1128268,0.01987184,10.32051,0.5258829,0.03671801,4.858227,2.493983,4.477692
"2#134",2,-0.1511589,0.0007619603,0.09927128,0.02134171,10.38844,0.5254549,0.04064161,4.978003,3.280056,4.392455
"2#135",2,-0.3646498,-0.0007321172,0.1160995,0.02138426,10.41052,0.5254941,0.039359,5.214515,3.611642,4.478179
"2#136",2,-0.6093283,-0.0003650096,0.09440611,0.02260026,10.33011,0.5272831,0.0400308,5.430984,2.84006,4.545058
"2#137",2,0.09559409,-7.644398E-06,0.09786823,0.02154969,10.14505,0.5231001,0.04077478,5.168169,3.414022,4.494631
"2#138",2,-0.002731503,-0.0007608405,0.0477433,0.02341709,10.1641,0.5244616,0.04127743,5.309359,3.690622,4.455402
"2#139",2,0.3879693,-0.0002918271,0.09140739,0.0244741,10.33175,0.5278741,0.04230596,5.656972,3.337643,4.579973
"2#140",2,0.1567167,5.969747E-05,0.060921,0.02577795,10.03931,0.5218441,0.04329831,5.620005,3.28724,4.616151
"2#141",2,-0.5212113,-0.001182113,0.06457742,0.02254723,10.16385,0.525574,0.04287794,5.620466,3.113449,4.514653
"2#142",2,0.2794083,0.0003770781,0.06659804,0.02401552,10.32196,0.5259722,0.04327507,5.533158,2.859609,4.412121
"2#143",2,0.1483586,-0.0002578798,0.05539862,0.02451743,10.19318,0.526341,0.04339952,5.734773,3.397425,4.612144
"2#144",2,-0.3284067,-0.000267447,0.04671068,0.02601178,10.17192,0.5234268,0.04441345,5.670321,3.059649,4.48637
"2#145",2,0.2435752,0.0005511575,0.08825932,0.0235543,10.20052,0.5275435,0.04428197,5.595296,2.9869,4.621347
"2#146",2,0.3682644,-0.0002917967,0.09762463,0.02462119,10.22455,0.530246,0.04436347,5.832095,3.362,4.447025
"2#147",2,0.1909155,-0.0004512033,0.08502275,0.02536061,10.23119,0.5298661,0.04550916,5.999023,2.942816,4.569447
"2#148",2,0.4651243,-0.0008672391,0.04170442,0.02531262,10.10573,0.5224462,0.0451859,5.984375,3.319896,4.609969
"2#149",2,0.3492097,-0.0006010565,0.1039754,0.02590133,10.2409,0.5247415,0.04581444,5.825153,3.447677,4.653147
"2#150",2,0.3280963,0.0002861345,0.06239065,0.02741904,10.08635,0.523269,0.04583555,5.978856,4.079755,4.680388
"2#151",2,0.4360652,-0.0005781564,0.1267834,0.02853986,9.971075,0.5177076,0.04780325,6.01641,2.864775,4.61919
"2#152",2,0.1750526,-0.0005906862,0.09536449,0.02859883,9.85516,0.5249559,0.05014085,6.60007,3.994769,4.544236
"2#153",2,-0.2810408,0.0006726159,0.06675095,0.03183208,9.957562,0.5277336,0.05293302,7.017973,3.961914,4.677776
"2#154",2,0.1935436,-0.0006392177,0.04956933,0.03372309,9.995933,0.5302603,0.05276792,6.948451,3.830606,4.692912
"2#155",2,-0.4095986,-0.0001157128,0.05732807,0.03461217,9.667504,0.5266436,0.05418167,7.265825,3.697586,4.646101
"2#156",2,0.06671806,-0.0002360702,0.08296678,0.03412318,9.922081,0.5266706,0.05317433,7.02547,4.190382,4.843043
"2#157",2,-0.7827324,4.26419E-05,0.03978567,0.03239136,9.676233,0.5253521,0.05352465,7.118075,3.545946,4.848121
"2#158",2,-0.03494534,-0.0004619261,0.06581471,0.03366393,10.00831,0.5249142,0.05452302,7.217773,4.495731,4.728676
"2#159",2,-0.1244999,0.0001253588,0.06272715,0.0309976,9.731485,0.5276103,0.05410091,6.987261,4.365501,4.683827
"2#160",2,-0.08634468,0.000236507,0.04686276,0.03173917,9.83724,0.5254332,0.05428239,7.068386,3.946119,4.793602
"2#161",2,0.2060323,-0.0002434465,0.0300154,0.03220255,9.742287,0.524662,0.05444621,7.172523,4.150155,4.730925
"2#162",2,-0.1499815,0.0001772102,0.04560266,0.03409596,9.858864,0.5286738,0.05506945,7.112999,4.183814,4.633294
"2#163",2,0.0411566,0.000242749,0.03976287,0.03299326,9.889723,0.5292112,0.05455031,7.160008,4.27927,4.659519
"2#164",2,0.5346007,0.0002592036,0.06832508,0.03474992,9.7283,0.525872,0.0545915,7.448063,3.604381,4.789476
"2#165",2,-0.1072175,0.0008927659,0.1212166,0.03352269,9.739833,0.5282148,0.0548662,7.226567,4.153734,4.797474
"2#166",2,0.0581881,0.000703222,0.0851087,0.034829,9.676511,0.5238123,0.05562877,7.262824,4.441578,4.703638
"2#167",2,-0.1053667,-0.0003402533,0.05254727,0.03747975,9.907516,0.5244114,0.05454811,7.223384,4.330543,4.659106
"2#168",2,0.4000343,0.0009882876,0.09571391,0.0366708,9.922451,0.5295839,0.05598131,7.165399,4.35339,4.780316
"2#169",2,0.6672021,-0.0004135684,0.0655912,0.03667019,9.787442,0.5301337,0.0565839,7.31405,3.836828,4.761166
"2#170",2,0.8747485,0.000227963,0.1102326,0.03694127,9.722497,0.5249532,0.05699698,7.622559,3.433944,4.843931
"2#171",2,-0.2547764,0.0001727276,0.05828964,0.03666209,9.54427,0.5290615,0.0572545,7.312331,4.994504,4.67178
"2#172",2,0.89744,-0.0005418063,0.07774931,0.03844718,9.614451,0.5311155,0.06012939,7.727826,4.871422,4.829163
"2#173",2,-0.1752017,-0.0001606479,0.0658481,0.04070783,9.18054,0.5288827,0.06355031,8.13252,4.304376,4.915792
"2#174",2,0.1285448,0.0001896331,0.0674676,0.04381958,8.818227,0.5319072,0.06589336,8.812286,5.357725,5.095674
"2#175",2,-0.2090136,6.405889E-05,0.04495551,0.04971235,8.383125,0.5395416,0.07313151,9.822428,6.406693,5.108466
"2#176",2,-0.7281258,-2.579643E-05,-0.01994449,0.05803867,7.508977,0.5551845,0.0790152,10.66521,6.195252,5.532105
"2#177",2,0.6806035,-0.0003351343,0.02396107,0.06372881,6.858962,0.567604,0.08461722,11.70526,7.172671,5.818628
"2#178",2,-0.2774799,-6.392544E-05,-0.003569371,0.06848599,5.871167,0.57473,0.08718872,12.374,7.725617,6.064706
"2#179",2,-0.2398588,0.000160859,0.02154792,0.06918708,4.859888,0.5927996,0.08988652,12.88807,7.441073,6.462962
"2#180",2,0.1156909,-7.021241E-05,0.03621105,0.06987014,3.332117,0.6071647,0.08988561,13.32984,7.938812,6.944429
"2#181",2,0.08651484,-6.301763E-05,-0.01444092,0.06851577,3.270805,0.6110445,0.09026027,13.43622,7.831666,6.899246
"2#182",2,0.1397565,0.0004535067,0.03657496,0.07105239,3.048979,0.6024956,0.08967737,13.01693,8.211123,7.037764
"2#183",2,0.4843361,0.0004204416,-0.02905865,0.0692577,3.363085,0.6122858,0.08941209,13.52407,7.965081,7.058169
"2#184",2,-0.317089,-8.898121E-05,-0.005089119,0.06864864,3.268886,0.6132267,0.08957952,13.41752,8.378488,7.126297
"2#185",2,-0.5437418,0.0003131823,-0.04567662,0.06868552,2.919236,0.6160029,0.08948047,13.23238,7.620871,7.108783
"2#186",2,0.01740124,2.324465E-06,-0.03214572,0.06832968,2.494108,0.6156804,0.08959331,13.18076,7.464602,7.243542
"2#187",2,-0.00733438,0.0004533292,-0.03444356,0.06199275,2.140501,0.6232009,0.08830627,13.26347,7.689466,7.388352
"2#188",2,0.08248695,-0.0003707692,0.003820658,0.06186352,1.731132,0.6325496,0.08825099,12.95629,7.443283,7.500817
"2#189",2,0.1481576,0.0003095824,-0.03360371,0.05767917,1.331919,0.6329873,0.08742277,12.73791,7.051406,7.539446
"2#190",2,0.4535269,0.0003487131,-0.01431171,0.05725608,1.440981,0.6396742,0.08708522,12.36094,6.584214,7.687857
"2#191",2,0.4061053,-0.0007663733,-0.01518887,0.05661188,1.22089,0.6369891,0.08748236,12.21616,7.581268,7.726817
"2#192",2,-0.2056062,-0.0006105939,0.04692674,0.05230953,1.118648,0.6361712,0.0863184,12.0979,7.710176,7.78939
"2#193",2,-0.1692653,-0.0002451004,-0.005087408,0.04986436,0.9360125,0.635262,0.08601749,11.66543,7.347446,7.706052
"2#194",2,-0.5659935,5.179408E-05,-0.002565379,0.05108414,1.11011,0.645202,0.08668341,11.19351,6.02224,7.732285
"2#195",2,-0.4016729,0.0002776352,-0.007807509,0.04604931,0.9807005,0.6425225,0.08443445,10.88755,6.755056,7.901094
"2#196",2,-0.1163756,0.0006368608,-0.006660431,0.04452706,0.7542335,0.6477854,0.08460941,10.54387,6.269581,7.810801
"2#197",2,0.04768506,-0.0001825528,-0.03544012,0.032844,0.4193078,0.6478813,0.08398846,8.520406,4.464289,7.967876
"2#198",2,0.1984799,-0.0002876242,0.01982318,0.02710355,0.3079504,0.6426119,0.08299714,7.858639,4.565931,7.997639
"2#199",2,-0.4045949,-0.0005344145,0.03065458,0.02724922,0.3742518,0.6476483,0.08397308,7.564233,4.220795,8.058678
"2#200",2,-0.4790785,-0.0006626059,0.002388153,0.02496605,0.3120277,0.6470582,0.08429217,7.191046,4.355747,8.080197
